Mun;Mas;Fem;0 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Médico Cirurgião Geral;Médico Clínico;Médico Ginecologista Obstetra;Médico de família e comunidade;Médico Pediatra;Médico geriatra;Médico urologista;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO
431417 Pedras Altas;953;975;144;137;111;141;323;259;262;268;163;86;34;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431420 Pedro Osório;3800;3883;441;457;418;459;1023;984;973;1085;957;585;301;0.0;9.0;1.0;0.0;0.0;0.0;0.0;2.0;7.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
431430 Pejuçara;1983;1857;178;187;176;198;506;552;515;560;490;293;185;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;4.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
431440 Pelotas;161245;182581;19949;20225;19588;21939;50238;52548;45161;42945;37098;22380;11755;23.0;362.0;74.0;1.0;122.0;1.0;7.0;113.0;693.0;199.0;33.0;99.0;276.0;165.0;47.0;2.0;53.0;10.0;9.0;1.0;0.0;0.0
431442 Picada Café;2825;2955;262;281;281;334;776;895;821;903;659;364;204;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431445 Pinhal;1331;1250;141;148;135;132;345;385;306;425;316;163;85;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431446 Pinhal da Serra;1011;885;111;111;87;109;317;279;248;236;229;111;58;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
431447 Pinhal Grande;2236;2073;246;249;209;222;654;615;553;606;485;314;156;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;1.0;0.0;5.0;2.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0
431449 Pinheirinho do Vale;2528;2398;311;314;269;293;785;831;660;563;512;270;118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431450 Pinheiro Machado;5950;6172;694;713;671;701;1644;1630;1508;1760;1419;881;501;0.0;4.0;0.0;0.0;1.0;0.0;0.0;3.0;16.0;8.0;0.0;2.0;3.0;5.0;0.0;0.0;5.0;2.0;1.0;0.0;0.0;0.0
431454 Pinto Bandeira;1571;1497;134;145;142;149;363;410;377;458;417;294;179;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431455 Pirapó;1092;1113;91;104;85;75;229;259;274;408;357;216;107;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0
431460 Piratini;10434;10309;1219;1259;1147;1227;2747;2545;2684;3010;2392;1619;894;0.0;3.0;0.0;0.0;2.0;0.0;0.0;2.0;12.0;2.0;0.0;2.0;7.0;7.0;0.0;1.0;6.0;0.0;1.0;0.0;0.0;0.0
431470 Planalto;5010;4947;541;556;484;545;1383;1430;1251;1397;1269;705;396;0.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;5.0;4.0;0.0;1.0;5.0;4.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
431475 Poço das Antas;1045;1060;105;116;107;95;252;302;262;301;277;178;110;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431477 Pontão;1968;1930;242;245;218;217;577;563;501;519;446;253;117;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
431478 Ponte Preta;791;710;61;65;61;53;169;169;193;262;235;154;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431480 Portão;19195;18886;2629;2601;2431;2738;6158;5951;5169;4777;3335;1649;643;1.0;20.0;1.0;0.0;3.0;0.0;0.0;3.0;23.0;11.0;5.0;6.0;28.0;6.0;2.0;2.0;4.0;2.0;1.0;0.0;0.0;0.0
431490 Porto Alegre;692932;799598;84653;84537;83651;96877;215377;228932;208294;177092;161971;97569;53577;219.0;1796.0;525.0;64.0;656.0;34.0;55.0;391.0;4444.0;1108.0;280.0;543.0;1122.0;946.0;382.0;0.0;145.0;22.0;20.0;9.0;1.0;3.0
431500 Porto Lucena;2278;2236;143;162;144;160;474;502;567;828;756;532;246;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;5.0;2.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
431505 Porto Mauá;1173;1159;84;98;92;90;250;286;267;394;369;255;147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431507 Porto Vera Cruz;605;653;47;52;38;40;123;108;168;255;219;144;64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431510 Porto Xavier;5146;4998;553;558;475;526;1427;1381;1458;1424;1263;722;357;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;5.0;5.0;3.0;2.0;4.0;4.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0
431513 Pouso Novo;796;790;86;83;69;67;202;239;209;201;222;142;66;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
431514 Presidente Lucena;1576;1396;151;148;140;164;428;491;435;442;340;145;88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431515 Progresso;3237;2998;328;336;290;304;944;867;885;934;700;424;223;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
431517 Protásio Alves;1033;896;73;83;79;84;209;241;259;357;272;182;90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431520 Putinga;1948;1913;166;172;154;174;505;551;495;540;562;348;194;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
431530 Quaraí;10994;11537;1521;1533;1391;1501;3173;2778;2736;2975;2347;1613;963;0.0;12.0;0.0;0.0;2.0;0.0;0.0;1.0;14.0;10.0;1.0;3.0;13.0;5.0;0.0;0.0;7.0;1.0;1.0;0.0;0.0;0.0
431531 Quatro Irmãos;934;926;133;122;102;111;284;292;254;229;184;91;58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431532 Quevedos;1503;1290;166;170;149;143;430;395;414;389;307;162;68;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431535 Quinze de Novembro;1865;1945;216;228;212;188;438;487;488;521;500;344;188;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;2.0;0.0;1.0;2.0;3.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0
431540 Redentora;6211;5571;1262;1140;941;1037;1982;1594;1143;1054;843;473;313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;3.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
431545 Relvado;1052;1016;88;96;85;79;209;282;251;277;326;223;152;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431550 Restinga Seca;7777;7925;804;840;770;815;2154;2131;1939;2344;2046;1193;666;0.0;7.0;0.0;0.0;0.0;0.0;1.0;1.0;19.0;6.0;2.0;2.0;5.0;4.0;0.0;2.0;6.0;0.0;1.0;0.0;0.0;0.0
431555 Rio dos Índios;1321;1250;125;133;109;98;319;309;304;417;392;232;133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431560 Rio Grande;102556;110325;13820;13727;12931;14401;32493;32552;27777;24717;21711;12437;6315;8.0;262.0;22.0;0.0;55.0;0.0;3.0;33.0;489.0;108.0;9.0;40.0;45.0;79.0;13.0;21.0;19.0;5.0;2.0;1.0;0.0;0.0
431570 Rio Pardo;18701;19556;2250;2270;2073;2356;5383;5427;4871;5280;4444;2540;1363;1.0;10.0;3.0;0.0;4.0;0.0;0.0;4.0;34.0;12.0;0.0;4.0;12.0;12.0;1.0;5.0;7.0;0.0;1.0;0.0;0.0;0.0
431575 Riozinho;2349;2349;277;285;255;291;732;650;631;665;471;304;137;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;5.0;1.0;0.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
431580 Roca Sales;5685;5871;670;705;723;719;1542;1784;1479;1370;1307;745;512;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;1.0;2.0;2.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
431590 Rodeio Bonito;2900;2968;317;319;290;342;758;861;793;872;746;381;189;0.0;4.0;0.0;0.0;1.0;0.0;0.0;5.0;4.0;1.0;1.0;2.0;1.0;2.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0
431595 Rolador;1170;1100;114;116;96;91;272;288;301;370;312;212;98;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0
431600 Rolante;10758;10833;1319;1340;1255;1394;3252;3151;2951;3061;2026;1224;618;0.0;10.0;1.0;0.0;1.0;0.0;0.0;0.0;11.0;8.0;2.0;3.0;2.0;6.0;1.0;3.0;5.0;2.0;1.0;0.0;0.0;0.0
431610 Ronda Alta;5225;5408;638;664;610;660;1527;1594;1339;1358;1154;713;376;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;1.0;0.0;4.0;3.0;5.0;0.0;0.0;5.0;5.0;2.0;0.0;0.0;0.0
431620 Rondinha;2476;2557;217;242;218;198;547;572;690;810;703;505;331;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;2.0;1.0;1.0;1.0;4.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0
431630 Roque Gonzales;3431;3319;343;362;318;317;876;931;874;1042;887;552;248;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;0.0;7.0;1.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0
431640 Rosário do Sul;19205;20005;2396;2422;2238;2491;5430;5324;4813;5474;4321;2792;1509;0.0;23.0;1.0;0.0;5.0;0.0;0.0;3.0;26.0;8.0;1.0;4.0;12.0;8.0;0.0;4.0;8.0;1.0;1.0;0.0;1.0;0.0
431642 Sagrada Família;1333;1268;154;165;138;120;326;327;346;407;344;181;93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0
431643 Saldanha Marinho;1230;1366;104;116;113;109;305;349;342;434;356;250;118;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
431645 Salto do Jacuí;6259;6253;894;897;787;826;1943;1734;1680;1667;1169;637;278;0.0;6.0;1.0;0.0;0.0;0.0;0.0;2.0;9.0;6.0;1.0;0.0;9.0;2.0;0.0;3.0;4.0;0.0;1.0;0.0;0.0;0.0
431647 Salvador das Missões;1438;1296;88;98;88;109;348;403;344;500;408;224;124;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;1.0;5.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431650 Salvador do Sul;3999;3976;410;427;422;513;1202;1346;1092;1066;798;458;241;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;1.0;5.0;2.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0
431660 Sananduva;8170;8212;797;835;802;827;2171;2504;2026;2308;2107;1365;640;0.0;17.0;0.0;0.0;2.0;0.0;0.0;1.0;14.0;7.0;2.0;3.0;10.0;13.0;0.0;5.0;0.0;4.0;1.0;0.0;0.0;0.0
431710 Sant'Ana do Livramento;35853;39794;4928;5016;4436;4533;10557;9331;9354;10331;8663;5452;3046;2.0;37.0;5.0;0.0;10.0;0.0;0.0;5.0;54.0;31.0;6.0;12.0;39.0;22.0;0.0;0.0;14.0;1.0;2.0;1.0;0.0;0.0
431670 Santa Bárbara do Sul;3788;4025;371;393;361;425;1100;1094;1035;1250;976;541;267;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;8.0;4.0;2.0;2.0;0.0;3.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0
431673 Santa Cecília do Sul;810;820;67;69;62;83;228;204;208;250;229;165;65;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431675 Santa Clara do Sul;3340;3415;369;387;366;343;863;1103;1018;839;770;448;249;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;2.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431680 Santa Cruz do Sul;63461;68810;7358;7455;7193;8331;19814;20840;18631;17284;13999;7538;3828;11.0;267.0;12.0;1.0;35.0;1.0;0.0;21.0;186.0;100.0;32.0;23.0;187.0;47.0;12.0;2.0;43.0;3.0;3.0;0.0;0.0;0.0
431697 Santa Margarida do Sul;1404;1189;152;158;144;152;369;320;355;411;280;169;83;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431690 Santa Maria;135527;149632;16632;16989;17189;19235;41614;45265;37484;35364;29554;16903;8930;27.0;178.0;58.0;6.0;73.0;5.0;13.0;66.0;758.0;232.0;73.0;89.0;150.0;174.0;39.0;0.0;40.0;91.0;7.0;0.0;0.0;0.0
431695 Santa Maria do Herval;3220;3162;283;298;285;315;833;969;1022;1019;776;397;185;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;5.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
431720 Santa Rosa;36221;37661;4175;4245;4056;4480;11049;11633;10393;9897;7593;4326;2035;1.0;87.0;1.0;0.0;8.0;0.0;0.0;13.0;124.0;55.0;17.0;26.0;53.0;68.0;1.0;2.0;20.0;3.0;2.0;0.0;0.0;0.0
431725 Santa Tereza;890;832;60;62;60;72;178;223;207;269;261;188;142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431730 Santa Vitória do Palmar;14434;14864;1818;1823;1616;1773;4134;3800;3746;4017;3343;2069;1159;0.0;16.0;0.0;0.0;2.0;0.0;0.0;5.0;23.0;13.0;1.0;3.0;16.0;12.0;1.0;14.0;0.0;1.0;1.0;0.0;0.0;0.0
431700 Santana da Boa Vista;4052;3985;422;446;401;437;969;899;1010;1263;1042;730;418;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0
431740 Santiago;23737;25561;2652;2776;2641;2864;6532;6963;6458;6942;5852;3645;1973;4.0;34.0;2.0;0.0;5.0;0.0;2.0;5.0;43.0;43.0;9.0;8.0;19.0;41.0;0.0;0.0;12.0;4.0;1.0;0.0;1.0;0.0
431750 Santo Ângelo;37399;40145;4643;4770;4525;4857;11206;11401;10387;10180;8212;4824;2539;0.0;114.0;5.0;0.0;16.0;0.0;0.0;10.0;127.0;59.0;11.0;13.0;70.0;75.0;1.0;15.0;18.0;0.0;2.0;0.0;1.0;0.0
431760 Santo Antônio da Patrulha;21506;21891;2533;2590;2395;2668;6199;6067;5719;6208;4660;2859;1499;2.0;14.0;1.0;0.0;3.0;0.0;0.0;6.0;34.0;12.0;6.0;9.0;18.0;19.0;1.0;0.0;8.0;9.0;1.0;0.0;0.0;0.0
431770 Santo Antônio das Missões;4878;5052;602;637;559;484;1262;1161;1264;1427;1262;840;432;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;2.0;2.0;1.0;6.0;3.0;0.0;5.0;4.0;1.0;0.0;0.0;0.0;0.0
431755 Santo Antônio do Palma;1102;1016;96;103;100;112;290;317;298;329;253;143;77;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431775 Santo Antônio do Planalto;988;1030;106;111;99;101;269;258;242;342;266;146;78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431780 Santo Augusto;6737;7076;812;834;766;711;1789;1903;1861;1955;1696;1006;480;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;4.0;0.0;1.0;4.0;6.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0
431790 Santo Cristo;7071;7106;644;688;622;615;1817;1986;1920;2308;1995;1062;520;0.0;5.0;0.0;0.0;2.0;0.0;0.0;1.0;8.0;6.0;0.0;2.0;3.0;6.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
431795 Santo Expedito do Sul;1195;1092;107;113;106;102;249;311;259;391;329;231;89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431800 São Borja;29229;30539;3678;3707;3331;3615;8805;8521;7980;7879;6463;3810;1979;0.0;58.0;2.0;0.0;7.0;0.0;0.0;12.0;57.0;27.0;7.0;5.0;21.0;20.0;0.0;1.0;22.0;1.0;1.0;0.0;0.0;0.0
431805 São Domingos do Sul;1554;1537;133;143;138;142;386;411;349;462;474;317;136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431810 São Francisco de Assis;8983;9098;911;964;870;918;2337;2357;2360;2733;2423;1440;768;0.0;7.0;0.0;0.0;2.0;0.0;0.0;2.0;11.0;8.0;0.0;3.0;2.0;6.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0
431820 São Francisco de Paula;11177;10694;1668;1618;1416;1495;3344;2973;2789;2708;2085;1210;565;0.0;16.0;0.0;2.0;2.0;0.0;0.0;4.0;9.0;4.0;1.0;2.0;3.0;4.0;0.0;7.0;1.0;0.0;1.0;0.0;0.0;0.0
431830 São Gabriel;30440;31747;3930;4036;3793;4083;8973;8579;8088;8139;6575;3948;2043;4.0;39.0;2.0;0.0;0.0;0.0;0.0;8.0;55.0;46.0;4.0;8.0;36.0;18.0;2.0;0.0;12.0;2.0;1.0;0.0;0.0;0.0
431840 São Jerônimo;12345;12224;1678;1694;1554;1638;3596;3585;3294;3083;2445;1352;650;0.0;19.0;2.0;0.0;4.0;0.0;0.0;3.0;26.0;6.0;1.0;1.0;11.0;7.0;1.0;3.0;7.0;1.0;1.0;0.0;0.0;0.0
431842 São João da Urtiga;2365;2260;187;203;181;179;534;557;590;789;704;490;211;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431843 São João do Polêsine;1181;1354;96;100;101;122;302;361;256;370;382;244;201;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0
431844 São Jorge;1414;1394;135;146;139;135;332;383;349;442;409;230;108;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431845 São José das Missões;1272;1219;136;143;108;117;320;297;327;394;348;206;95;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431846 São José do Herval;980;937;121;123;99;101;268;252;283;280;218;121;51;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431848 São José do Hortêncio;2485;2439;295;312;304;276;669;738;660;718;546;257;149;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431849 São José do Inhacorá;1052;988;88;95;85;67;245;262;272;311;319;204;92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431850 São José do Norte;14210;13656;1697;1715;1578;1751;4190;3897;3493;3887;3036;1743;879;0.0;10.0;0.0;0.0;2.0;0.0;0.0;6.0;24.0;11.0;1.0;3.0;1.0;12.0;0.0;6.0;4.0;0.0;1.0;0.0;0.0;0.0
431860 São José do Ouro;3405;3506;332;348;313;348;972;924;925;1053;871;538;287;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;2.0;2.0;3.0;2.0;0.0;0.0;2.0;3.0;1.0;0.0;0.0;0.0
431861 São José do Sul;1244;1220;127;133;125;125;327;353;326;339;323;176;110;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431862 São José dos Ausentes;1874;1685;254;242;213;238;590;531;465;472;326;151;77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;2.0;2.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0
431870 São Leopoldo;116967;123411;16341;16183;15293;17131;39015;37279;32763;28766;21853;11017;4737;10.0;166.0;22.0;2.0;46.0;0.0;0.0;18.0;155.0;68.0;17.0;27.0;96.0;57.0;12.0;0.0;23.0;2.0;1.0;0.0;0.0;0.0
431880 São Lourenço do Sul;21802;21699;2337;2433;2273;2337;6008;6273;5957;6075;5079;3062;1667;1.0;29.0;1.0;0.0;4.0;0.0;0.0;11.0;45.0;15.0;0.0;4.0;19.0;16.0;5.0;0.0;13.0;1.0;2.0;0.0;0.0;0.0
431890 São Luiz Gonzaga;16374;16750;1903;1956;1813;1919;4596;4908;4285;4342;3842;2347;1213;1.0;38.0;1.0;0.0;5.0;0.0;0.0;5.0;24.0;16.0;1.0;4.0;12.0;16.0;0.0;6.0;13.0;2.0;1.0;0.0;0.0;0.0
431900 São Marcos;10613;11143;1108;1158;1144;1342;3202;3294;2938;3203;2402;1301;664;0.0;14.0;0.0;0.0;1.0;0.0;0.0;1.0;13.0;25.0;4.0;4.0;12.0;13.0;0.0;1.0;5.0;2.0;1.0;0.0;0.0;0.0
431910 São Martinho;2591;2745;223;247;237;237;612;680;687;861;800;506;246;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0
431912 São Martinho da Serra;1630;1598;182;179;145;154;435;407;434;452;433;259;148;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431915 São Miguel das Missões;4062;3630;463;461;393;416;1062;1057;985;1094;937;554;270;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;5.0;1.0;1.0;3.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0
431920 São Nicolau;2599;2554;287;289;230;247;697;620;676;777;680;430;220;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;3.0;0.0;1.0;1.0;2.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0
431930 São Paulo das Missões;2874;2780;256;277;233;210;663;674;735;950;928;481;247;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;0.0;3.0;4.0;1.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0
431935 São Pedro da Serra;1955;1926;224;223;206;242;655;617;541;530;343;199;101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431936 São Pedro das Missões;1001;1024;131;125;103;123;274;307;267;289;229;123;54;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431937 São Pedro do Butiá;1505;1445;135;144;129;128;408;412;387;470;395;226;116;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431940 São Pedro do Sul;7932;8168;815;855;799;820;1976;2176;2163;2375;2000;1333;788;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;18.0;9.0;0.0;2.0;3.0;2.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0
